Formula for Index,Index,conceptId,Primary Source,conceptId,Secondary Source,conceptId,Current Source Question,V2 Source Question,V1 Source Question,GridID/Source Question Name,"Deprecated, New, or Revised","Date Deprecated, New, or Revised Variable Pushed to Prod",conceptId,Current Question Text,V2 Question Text,V1 Question Text,Variable Label,Variable Name,Connect Value for Select all that apply questions - Surveys Only,Variable Type,Variable Length,conceptId,Current Format/Value,R0 Format/Value,Required,PII,Notes,Derivation Notes,Dictionary,State Attribute,Default Variable,Date added or modified,GCP Document/Table,Stub Record Variable to be Retained,Question Type,IMS Review Notes
7573,7573,,,,,,,,,,,,,,,,,,,,,353358909,1 = Yes,,,,,,,,,,,,,
7574,7574,129084651,Survey,716117817,Where You Live and Work,958419506,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,958419506,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_1PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated variable length."
7575,7575,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7576,7576,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7577,7577,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7578,7578,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7579,7579,129084651,Survey,716117817,Where You Live and Work,958419506,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,396924473,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_1PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated variable length."
7580,7580,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7581,7581,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7582,7582,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7583,7583,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7584,7584,129084651,Survey,716117817,Where You Live and Work,958419506,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,799451743,Address 1- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
7585,7585,129084651,Survey,716117817,Where You Live and Work,,,,,,,,725408440,Address 1- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell1_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7586,7586,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7587,7587,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7588,7588,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7589,7589,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7590,7590,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7591,7591,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7592,7592,129084651,Survey,716117817,Where You Live and Work,539909957,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,539909957,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_1PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7593,7593,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7594,7594,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7595,7595,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7596,7596,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7597,7597,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7598,7598,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7599,7599,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7600,7600,129084651,Survey,716117817,Where You Live and Work,539909957,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,146384116,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_1PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7601,7601,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7602,7602,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7603,7603,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7604,7604,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7605,7605,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7606,7606,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7607,7607,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7608,7608,129084651,Survey,716117817,Where You Live and Work,539909957,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,994632550,"Address 1- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_HomeWtr3Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
7609,7609,129084651,Survey,716117817,Where You Live and Work,505863509,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,505863509,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_2PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7610,7610,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7611,7611,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7612,7612,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7613,7613,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7614,7614,129084651,Survey,716117817,Where You Live and Work,505863509,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,550044118,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_2PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7615,7615,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7616,7616,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7617,7617,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7618,7618,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7619,7619,129084651,Survey,716117817,Where You Live and Work,505863509,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,441314504,Address 2- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1_2_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
7620,7620,129084651,Survey,716117817,Where You Live and Work,,,,,,,,651233069,Address 2- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell2_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7621,7621,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7622,7622,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7623,7623,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7624,7624,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7625,7625,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7626,7626,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7627,7627,129084651,Survey,716117817,Where You Live and Work,250486386,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,250486386,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_2PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7628,7628,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7629,7629,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7630,7630,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7631,7631,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7632,7632,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7633,7633,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7634,7634,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7635,7635,129084651,Survey,716117817,Where You Live and Work,250486386,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,913746491,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_2PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7636,7636,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7637,7637,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7638,7638,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7639,7639,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7640,7640,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7641,7641,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7642,7642,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7643,7643,129084651,Survey,716117817,Where You Live and Work,250486386,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,224594497,"Address 2- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_HomeWtr3_2_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
7644,7644,129084651,Survey,716117817,Where You Live and Work,957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_3PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7645,7645,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7646,7646,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7647,7647,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7648,7648,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7649,7649,129084651,Survey,716117817,Where You Live and Work,957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,533281093,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_3PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7650,7650,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7651,7651,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7652,7652,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7653,7653,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7654,7654,129084651,Survey,716117817,Where You Live and Work,957717014,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,984805254,Address 3- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1_3_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
7655,7655,129084651,Survey,716117817,Where You Live and Work,,,,,,,,809387606,Address 3- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell3_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7656,7656,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7657,7657,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7658,7658,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7659,7659,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7660,7660,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7661,7661,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7662,7662,129084651,Survey,716117817,Where You Live and Work,726654963,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,726654963,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_3PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7663,7663,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7664,7664,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7665,7665,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7666,7666,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7667,7667,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7668,7668,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7669,7669,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7670,7670,129084651,Survey,716117817,Where You Live and Work,726654963,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,352237976,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_3PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7671,7671,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7672,7672,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7673,7673,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7674,7674,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7675,7675,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7676,7676,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7677,7677,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7678,7678,129084651,Survey,716117817,Where You Live and Work,726654963,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,Revised,,276249147,"Address 3- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. Please describe [text box]",,,Other: Please describe,SrvLAW_HomeWtr3_3_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
7679,7679,129084651,Survey,716117817,Where You Live and Work,195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,,,195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_4PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7680,7680,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7681,7681,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7682,7682,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7683,7683,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7684,7684,129084651,Survey,716117817,Where You Live and Work,195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,292827049,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]?,,,Primary water source,SrvLAW_4PrimaryWater1_v2r0,,Num,2,901693169,0 = A public or municipal water supply,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7685,7685,,,,,,,,,,,,,,,,,,,,,519767819,"1= A rural water system, community well, or spring serving at least 25 people or 15 households",,,,,,,,,,,,,
7686,7686,,,,,,,,,,,,,,,,,,,,,388690303,2= Private well or spring,,,,,,,,,,,,,
7687,7687,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7688,7688,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7689,7689,129084651,Survey,716117817,Where You Live and Work,195367894,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? - SOURCE,,,,Revised,,300611347,Address 4- What [is/was] the source of water to [insert address from HOMEADD1 - HOMEADD3/ current address/the 2nd address you provided/etc.]? Please describe [text box],,,Other: Please describe,SrvLAW_HomeWtr1_4_Oth_v1r0,,Char,300,,N/A,,No,No,,,,,,,,,,Unharmonized source question from question text.
7690,7690,129084651,Survey,716117817,Where You Live and Work,,,,,,,,428044531,Address 4- About how deep [is/was] your private well?,,,Deep private well,SrvLAW_DeepPrivWell4_v1r0,,Num,2,724624086,0 = Less than 50 feet,,No,No,,,,,,3/10/22,,,,
7691,7691,,,,,,,,,,,,,,,,,,,,,310284905,1 = 50 to 100 feet,,,,,,,,,,,,,
7692,7692,,,,,,,,,,,,,,,,,,,,,317718701,2 = 101 to 150 feet,,,,,,,,,,,,,
7693,7693,,,,,,,,,,,,,,,,,,,,,495970180,3 = 151 to 250 feet,,,,,,,,,,,,,
7694,7694,,,,,,,,,,,,,,,,,,,,,151001809,4 = 251 to 500 feet,,,,,,,,,,,,,
7695,7695,,,,,,,,,,,,,,,,,,,,,142631891,5 = More than 500 feet,,,,,,,,,,,,,
7696,7696,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
7697,7697,129084651,Survey,716117817,Where You Live and Work,934184033,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank]. - SOURCE",,,,,,934184033,"Address 4- What [is/was] the main source of water that you [drink/drank] at [insert address from HOMEADD1 - HOMEADD3/current address/the 2nd address you provided/etc.]? Please think about water you used to make drinks such as coffee and tea, and  plain water that you  [drink/drank].",,,Primary water source,SrvLAW_4PrimaryWater2_v2r0,,Num,2,123108471,0 = Water from the tap or refrigerator that has not been filtered or treated,,No,No,,,,,,,,,,"Unharmonized source question from question text, versioned up the variable name, and updated the variable length."
7698,7698,,,,,,,,,,,,,,,,,,,,,463122075,1= Water from a refrigerator that has a water filter,,,,,,,,,,,,,
7699,7699,,,,,,,,,,,,,,,,,,,,,254061941,2= Water that was filtered using a filter like Brita or PUR in a pitcher or on a faucet,,,,,,,,,,,,,
7700,7700,,,,,,,,,,,,,,,,,,,,,404651070,3= Water that was filtered using reverse osmosis (under sink or whole house),,,,,,,,,,,,,
7701,7701,,,,,,,,,,,,,,,,,,,,,354856090,4= Water that was filtered with another type of filter (under sink or whole house),,,,,,,,,,,,,
7702,7702,,,,,,,,,,,,,,,,,,,,,311981718,"5= Bottled water, including water from a store dispenser or delivered to your home",,,,,,,,,,,,,
7703,7703,,,,,,,,,,,,,,,,,,,,,807835037,55 = Other |__|,,,,,,,,,,,,,
7704,7704,,,,,,,,,,,,,,,,,,,,,178420302,77 = Unavailable/Unknown,,,,,,,,,,,,,
